POprc559_1:1	okay	RE(RE)	okay
POprc559_61:44	what	WP(WP)	what
POprc559_61:45	concerns	VVZ(VVZ)	concern
POprc559_61:46	s_co	NN(NN)	s_co
POprc559_61:47	two	CD(CD)	two
POprc559_61:48	targets	NNS(NNS)	target
POprc559_61:49	and	CC(CC)	and
POprc559_61:50	it	PP(PP)	it
POprc559_61:51	's	VBS(VBS)	be
POprc559_61:52	definitely	RB(RB)	definitely
POprc559_61:53	makes	VVZ(VVZ)	make
POprc559_61:54	a	DT(DT)	a
POprc559_61:55	lot	NN(NN)	lot
POprc559_61:56	of	IN(IN)	of
POprc559_61:57	_0	PA(PA)	
POprc559_61:58	constraints	NNS(NNS)	constraint
POprc559_61:59	but	CC(CC)	but
POprc559_61:60	i	PP(PP)	i
POprc559_61:61	am	VBP(VBP)	be
POprc559_61:62	i	PP(PP)	i
POprc559_61:63	believe	VVP(VVP)	believe
POprc559_61:64	that	IN(IN)	that
POprc559_61:65	norway	NP(NP)	norway
POprc559_61:66	will	MD(MD)	will
POprc559_61:67	definitely	RB(RB)	definitely
POprc559_61:68	will	MD(MD)	will
POprc559_61:69	manage	VV(VV)	manage
POprc559_61:70	it	PP(PP)	it
POprc559_61:71	_0	PA(PA)	
POprc559_61:72	for	IN(IN)	for
POprc559_61:73	us	PP(PP)	we
POprc559_61:74	_0	PA(PA)	
POprc559_61:75	is	VBZ(VBZ)	be
POprc559_61:76	it	PP(PP)	it
POprc559_61:77	extremely	RB(RB)	extremely
POprc559_61:78	important	JJ(JJ)	important
POprc559_61:79	that	IN(IN)	that
POprc559_61:80	we	PP(PP)	we
POprc559_61:81	get	VVP(VVP)	get
POprc559_61:82	additional	JJ(JJ)	additional
POprc559_61:83	gas	NN(NN)	gas
POprc559_61:84	supply	NN(NN)	supply
POprc559_61:85	because	IN(IN)	because
POprc559_61:86	p_usings	PVC(NNS)	
POprc559_61:87	of	IN(IN)	of
POprc559_61:88	gas	NN(NN)	gas
POprc559_61:89	_0	PA(PA)	
POprc559_61:90	is	VBZ(VBZ)	be
POprc559_61:91	definitely	RB(RB)	definitely
POprc559_61:92	changes	VVZ(VVZ)/VVZ(VVG)	change
POprc559_61:93	european	JJ(JJ)	european
POprc559_61:94	ga-	XX(XX)	
POprc559_61:95	er	UH(UH)	er
POprc559_61:96	eu-	XX(XX)	
POprc559_61:97	energy	NN(NN)	energy
POprc559_61:98	mix	NN(NN)	mix
POprc559_61:99	for	IN(IN)	for
POprc559_61:100	less	JJR(JJR)	less
POprc559_61:101	s_co	NN(NN)	s_co
POprc559_61:102	two	CD(CD)	two
POprc559_61:103	emissions	NNS(NNS)	emission
POprc559_61:104	so	DM(DM)	so
POprc559_61:105	norway	NP(NP)	norway
POprc559_61:106	is	VBZ(VBZ)	be
POprc559_61:107	clearly	RB(RB)	clearly
POprc559_61:108	contributing	VVG(VVG)	contribute
POprc559_61:109	by	IN(IN)	by
POprc559_61:110	producing	VVG(VVG)	produce
POprc559_61:111	more	JJR(JJR)	more
POprc559_61:112	gas	NN(NN)	gas
POprc559_61:113	_0	PA(PA)	
POprc559_61:114	for	IN(IN)	for
POprc559_61:115	_0	PA(PA)	
POprc559_61:116	our	PP$(PP$)	we
POprc559_61:117	common	JJ(JJ)	common
POprc559_61:118	_0	PA(PA)	

POprc559_62:1	hm	RE(RE)	hm

POprc559_63:1	vision	NN(NN)	vision
POprc559_63:2	to	TO(TO)	to
POprc559_63:3	fight	VV(VV)	fight
POprc559_63:4	climate	NN(NN)	climate
POprc559_63:5	change	NN(NN)	change
POprc559_63:6	_0	PA(PA)	
POprc559_63:7	so	DM(DM)	so
POprc559_63:8	_0	PA(PA)	
POprc559_63:9	i	PP(PP)	i
POprc559_63:10	i	PP(PP)	i
POprc559_63:11	very	RB(RB)	very
POprc559_63:12	much	JJ(JJ)	much
POprc559_63:13	appreciate	VVP(VVP)	appreciate
POprc559_63:14	the	DT(DT)	the
POprc559_63:15	possibility	NN(NN)	possibility
POprc559_63:16	for	IN(IN)	for
POprc559_63:17	norwegi-	XX(XX)	
POprc559_63:18	norway	NP(NP)	norway
POprc559_63:19	to	TO(TO)	to
POprc559_63:20	increase	VV(VV)	increase
POprc559_63:21	gas	NN(NN)	gas
POprc559_63:22	supply	NN(NN)	supply
POprc559_63:23	hh	BR(BR)	
POprc559_63:24	and	CC(CC)	and
POprc559_63:25	in	IN(IN)	in
POprc559_63:26	a	DT(DT)	a
POprc559_63:27	way	NN(NN)	way
POprc559_63:28	_0	PA(PA)	
POprc559_63:29	also	RB(RB)	also
POprc559_63:30	_0	PA(PA)	
POprc559_63:31	to	TO(TO)	to
POprc559_63:32	guarantee	VV(VV)	guarantee
POprc559_63:33	us	PP(PP)	we
POprc559_63:34	er	UH(UH)	er
POprc559_63:35	_0	PA(PA)	
POprc559_63:36	possibility	NN(NN)	possibility
POprc559_63:37	to	TO(TO)	to
POprc559_63:38	use	VV(VV)	use
POprc559_63:39	more	JJR(JJR)	more
POprc559_63:40	gas	NN(NN)	gas
POprc559_63:41	compared	VVD(VVD)	compare
POprc559_63:42	with	IN(IN)	with
POprc559_63:43	er	UH(UH)	er
POprc559_63:44	situation	NN(NN)	situation
POprc559_63:45	today	RB(RB)	today
POprc559_63:46	_0	PA(PA)	
POprc559_63:47	what	WP(WP)	what
POprc559_63:48	concerns	VVZ(VVZ)	concern
POprc559_63:49	internal	NN(NN)	internal
POprc559_63:50	market	NN(NN)	market
POprc559_63:51	it	PP(PP)	it
POprc559_63:52	is	VBZ(VBZ)	be
POprc559_63:53	true	JJ(JJ)	true
POprc559_63:54	that	IN(IN)	that
POprc559_63:55	the	DT(DT)	the
POprc559_63:56	best	NN(NN)	best
POprc559_63:57	for	IN(IN)	for
POprc559_63:58	w-	XX(XX)	
POprc559_63:59	markets	NNS(NNS)	market
POprc559_63:60	that	PRE(PRE)	that
POprc559_63:61	is	VBZ(VBZ)	be
POprc559_63:62	functioning	VVG(VVG)	function
POprc559_63:63	_0	PA(PA)	
POprc559_63:64	now	RB(RB)	now
POprc559_63:65	on	IN(IN)	on
POprc559_63:66	electricity	NN(NN)	electricity
POprc559_63:67	is	VBZ(VBZ)	be
POprc559_63:68	in	IN(IN)	in
POprc559_63:69	the	DT(DT)	the
POprc559_63:70	nordic	JJ(JJ)	nordic
POprc559_63:71	countries	NNS(NNS)	country
POprc559_63:72	_0	PA(PA)	

POprc559_64:1	hm	RE(RE)	hm

POprc559_65:1	and	CC(CC)	and
POprc559_65:2	we	PP(PP)	we
POprc559_65:3	can	MD(MD)	can
POprc559_65:4	and	CC(CC)	and
POprc559_65:5	we	PP(PP)	we
POprc559_65:6	will	MD(MD)	will
POprc559_65:7	use	VV(VV)	use
POprc559_65:8	a	DT(DT)	a
POprc559_65:9	lot	NN(NN)	lot
POprc559_65:10	of	IN(IN)	of
POprc559_65:11	elements	NNS(NNS)	element
POprc559_65:12	of	IN(IN)	of
POprc559_65:13	this	DT(DT)	this
POprc559_65:14	success	NN(NN)	success
POprc559_65:15	in	IN(IN)	in
POprc559_65:16	our	PP$(PP$)	we
POprc559_65:17	_0	PA(PA)	
POprc559_65:18	final	JJ(JJ)	final
POprc559_65:19	report	NN(NN)	report
POprc559_65:20	by	IN(IN)	by
POprc559_65:21	end	NN(NN)	end
POprc559_65:22	of	IN(IN)	of
POprc559_65:23	this	DT(DT)	this
POprc559_65:24	year	NN(NN)	year
POprc559_65:25	_0	PA(PA)	
POprc559_65:26	and	CC(CC)	and
POprc559_65:27	with	IN(IN)	with
POprc559_65:28	our	PP$(PP$)	we
POprc559_65:29	propo-	XX(XX)	
POprc559_65:30	proposals	NNS(NNS)	proposal
POprc559_65:31	for	IN(IN)	for
POprc559_65:32	remedies	NNS(NNS)	remedy
POprc559_65:33	that	PRE(PRE)	that
POprc559_65:34	are	VBP(VBP)	be
POprc559_65:35	_0	PA(PA)	
POprc559_65:36	necessary	JJ(JJ)	necessary
POprc559_65:37	to	TO(TO)	to
POprc559_65:38	improve	VV(VV)	improve
POprc559_65:39	the	DT(DT)	the
POprc559_65:40	functioning	VVG(NN)	function/functioning
POprc559_65:41	_0	PA(PA)	
POprc559_65:42	of	IN(IN)	of
POprc559_65:43	the	DT(DT)	the
POprc559_65:44	market	NN(NN)	market
POprc559_65:45	_0	PA(PA)	
POprc559_65:46	where	WRB(WRB)	where
POprc559_65:47	you	PP(PP)/PP(DM)	you
POprc559_65:48	know	VVP(VVP)/VVP(DM)	know
POprc559_65:49	this	DT(DT)	this
POprc559_65:50	where	WRB(WRB)	where
POprc559_65:51	the	DT(DT)	the
POprc559_65:52	main	JJ(JJ)	main
POprc559_65:53	_0	PA(PA)	
POprc559_65:54	er	UH(UH)	er
POprc559_65:55	_0	PA(PA)	
POprc559_65:56	difficulties	NNS(NNS)	difficulty
POprc559_65:57	are	VBP(VBP)	be
POprc559_65:58	vertical	JJ(JJ)	vertical
POprc559_65:59	for	IN(IN)	for
POprc559_65:60	closure	NN(NN)	closure
POprc559_65:61	_0	PA(PA)	
POprc559_65:62	er	UH(UH)	er
POprc559_65:63	market	NN(NN)	market
POprc559_65:64	concentration	NN(NN)	concentration
POprc559_65:65	_0	PA(PA)	
POprc559_65:66	market	NN(NN)	market
POprc559_65:67	integration	NN(NN)	integration
POprc559_65:68	_0	PA(PA)	
POprc559_65:69	also	RB(RB)	also
POprc559_65:70	price	NN(NN)	price
POprc559_65:71	structure	NN(NN)	structure
POprc559_65:72	_0	PA(PA)	
POprc559_65:73	so	DM(DM)	so
POprc559_65:74	this	DT(DT)	this
POprc559_65:75	are	VBP(VBP)	be
POprc559_65:76	the	DT(DT)	the
POprc559_65:77	main	JJ(JJ)	main
POprc559_65:78	shortcomings	NNS(NNS)	shortcoming
POprc559_65:79	that	PRE(PRE)	that
POprc559_65:80	have	VHP(VHP)	have
POprc559_65:81	been	VBN(VBN)	be
POprc559_65:82	or	CC(CC)	or
POprc559_65:83	are	VBP(VBP)	be
POprc559_65:84	indicated	VVN(VVN)	indicate
POprc559_65:85	by	IN(IN)	by
POprc559_65:86	the	DT(DT)	the
POprc559_65:87	sector	NN(NN)	sector
POprc559_65:88	enquiry	NN(NN)	enquiry
POprc559_65:89	and	CC(CC)	and
POprc559_65:90	we	PP(PP)	we
POprc559_65:91	will	MD(MD)	will
POprc559_65:92	address	VV(VV)	address
POprc559_65:93	in	IN(IN)	in
POprc559_65:94	er	UH(UH)	er
POprc559_65:95	er	UH(UH)	er
POprc559_65:96	in	IN(IN)	in
POprc559_65:97	the	DT(DT)	the
POprc559_65:98	report	NN(NN)	report
POprc559_65:99	by	IN(IN)	by
POprc559_65:100	end	NN(NN)	end
POprc559_65:101	of	IN(IN)	of
POprc559_65:102	the	DT(DT)	the
POprc559_65:103	year	NN(NN)	year
POprc559_65:104	how	WRB(WRB)	how
POprc559_65:105	to	TO(TO)	to
POprc559_65:106	do	VV(VV)	do
POprc559_65:107	it	PP(PP)	it
POprc559_65:108	in	IN(IN)	in
POprc559_65:109	the	DT(DT)	the
POprc559_65:110	best	JJS(JJS)	good
POprc559_65:111	possible	JJ(JJ)	possible
POprc559_65:112	way	NN(NN)	way
POprc559_65:113	_0	PA(PA)	

POprc559_66:1	may	MD(MD)	may
POprc559_66:2	_0	PA(PA)	
POprc559_66:3	may	MD(MD)	may
POprc559_66:4	i	PP(PP)	i
POprc559_66:5	_0	PA(PA)	
POprc559_66:6	may	MD(MD)	may
POprc559_66:7	i	PP(PP)	i
POprc559_66:8	just	RB(RB)	just
POprc559_66:9	add	VV(VV)	add
POprc559_66:10	some	DT(DT)	some
POprc559_66:11	few	JJ(JJ)	few
POprc559_66:12	few	JJ(JJ)	few
POprc559_66:13	things	NNS(NNS)	thing
POprc559_66:14	er	UH(UH)	er
POprc559_66:15	_0	PA(PA)	
POprc559_66:16	we	PP(PP)	we
POprc559_66:17	we	PP(PP)	we
POprc559_66:18	do	VVP(VVP)	do
POprc559_66:19	not	RB(RB)	not
POprc559_66:20	have	VH(VH)	have
POprc559_66:21	any	DT(DT)	any
POprc559_66:22	energy	NN(NN)	energy
POprc559_66:23	crisis	NN(NN)	crisis
POprc559_66:24	in	IN(IN)	in
POprc559_66:25	in	IN(IN)	in
POprc559_66:26	norway	NP(NP)	norway
POprc559_66:27	we	PP(PP)	we
POprc559_66:28	have	VHP(VHP)	have
POprc559_66:29	a	DT(DT)	a
POprc559_66:30	challenging	JJ(JJ)	challenging
POprc559_66:31	situation	NN(NN)	situation
POprc559_66:32	that	DT(DT)	that
POprc559_66:33	's	VBS(VBS)	be
POprc559_66:34	for	RB(RB)	for
POprc559_66:35	sure	RB(RB)	sure
POprc559_66:36	hh	BR(BR)	
POprc559_66:37	er	UH(UH)	er
POprc559_66:38	caused	VVD(VVD)	cause
POprc559_66:39	by	IN(IN)	by
POprc559_66:40	_0	PA(PA)	
POprc559_66:41	very	RB(RB)	very
POprc559_66:42	little	JJ(JJ)	little
POprc559_66:43	rainfall	NN(NN)	rainfall
POprc559_66:44	ninety-nine	CD(CD)	ninety-nine
POprc559_66:45	per	NN(NN)	per
POprc559_66:46	cent	NN(NN)	cent
POprc559_66:47	of	IN(IN)	of
POprc559_66:48	our	PP$(PP$)	we
POprc559_66:49	electricity	NN(NN)	electricity
POprc559_66:50	is	VBZ(VBZ)	be
POprc559_66:51	produced	VVN(VVN)	produce
POprc559_66:52	by	IN(IN)	by
POprc559_66:53	p_hydropower	PVC(NN)	
POprc559_66:54	as	IN(IN)	as
POprc559_66:55	as	IN(IN)	as
POprc559_66:56	_0	PA(PA)	
POprc559_66:57	you	PP(PP)	you
POprc559_66:58	as	IN(IN)	as
POprc559_66:59	you	PP(PP)	you
POprc559_66:60	know	VVP(VVP)	know
POprc559_66:61	hh	BR(BR)	
POprc559_66:62	and	CC(CC)	and
POprc559_66:63	er	UH(UH)	er
POprc559_66:64	_0	PA(PA)	
POprc559_66:65	er	UH(UH)	er
POprc559_66:66	the	DT(DT)	the
POprc559_66:67	production	NN(NN)	production
POprc559_66:68	can	MD(MD)	can
POprc559_66:69	vary	VV(VV)	vary
POprc559_66:70	from	IN(IN)	from
POprc559_66:71	as	RB(RB)	as
POprc559_66:72	much	RB(RB)	much
POprc559_66:73	as	IN(IN)	as
POprc559_66:74	one	CD(CD)	one
POprc559_66:75	_0	PA(PA)	
POprc559_66:76	from	IN(IN)	from
POprc559_66:77	ninety	CD(CD)	ninety
POprc559_66:78	er	UH(UH)	er
POprc559_66:79	ninety	CD(CD)	ninety
POprc559_66:80	terra	NN(NN)	terra
POprc559_66:81	watt	NN(NN)	watt
POprc559_66:82	hours	NNS(NNS)	hour
POprc559_66:83	up	RB(RB)	up
POprc559_66:84	to	IN(IN)	to
POprc559_66:85	one	CD(CD)	one
POprc559_66:86	hundred	CD(CD)	hundred
POprc559_66:87	and	CC(CC)	and
POprc559_66:88	fifty	CD(CD)	fifty
POprc559_66:89	_0	PA(PA)	
POprc559_66:90	terra	NN(NN)	terra
POprc559_66:91	watt	NN(NN)	watt
POprc559_66:92	hours	NNS(NNS)	hour
POprc559_66:93	dependent	JJ(JJ)	dependent
POprc559_66:94	upon	IN(IN)	upon
POprc559_66:95	_0	PA(PA)	
POprc559_66:96	rainfall	NN(NN)	rainfall
POprc559_66:97	_0	PA(PA)	
POprc559_66:98	er	UH(UH)	er
POprc559_66:99	this	DT(DT)	this
POprc559_66:100	year	NN(NN)	year
POprc559_66:101	it	PP(PP)	it
POprc559_66:102	has	VHZ(VHZ)	have
POprc559_66:103	been	VBN(VBN)	be
POprc559_66:104	dry	JJ(JJ)	dry
POprc559_66:105	and	CC(CC)	and
POprc559_66:106	in	IN(IN)	in
POprc559_66:107	addition	NN(NN)	addition
POprc559_66:108	to	IN(IN)	to
POprc559_66:109	that	DT(DT)	that
POprc559_66:110	_0	PA(PA)	
POprc559_66:111	er	UH(UH)	er
POprc559_66:112	_0	PA(PA)	
POprc559_66:113	there	EX(EX)	there
POprc559_66:114	are	VBP(VBP)	be
POprc559_66:115	some	DT(DT)	some
POprc559_66:116	problems	NNS(NNS)	problem
POprc559_66:117	with	IN(IN)	with
POprc559_66:118	the	DT(DT)	the
POprc559_66:119	swedish	JJ(JJ)	swedish
POprc559_66:120	nuclear	NN(NN)	nuclear
POprc559_66:121	power	NN(NN)	power
POprc559_66:122	and	CC(CC)	and
POprc559_66:123	with	IN(IN)	with
POprc559_66:124	the	DT(DT)	the
POprc559_66:125	interconnection	NN(NN)	interconnection
POprc559_66:126	between	IN(IN)	between
POprc559_66:127	norway	NP(NP)	norway
POprc559_66:128	and	CC(CC)	and
POprc559_66:129	denmark	NP(NP)	denmark
POprc559_66:130	which	PRE(PRE)	which
POprc559_66:131	er	UH(UH)	er
POprc559_66:132	_0	PA(PA)	
POprc559_66:133	gives	VVZ(VVZ)	give
POprc559_66:134	us	PP(PP)	we
POprc559_66:135	some	DT(DT)	some
POprc559_66:136	problems	NNS(NNS)	problem
POprc559_66:137	with	IN(IN)	with
POprc559_66:138	the	DT(DT)	the
POprc559_66:139	import	NN(NN)	import
POprc559_66:140	from	IN(IN)	from
POprc559_66:141	_0	PA(PA)	
POprc559_66:142	from	IN(IN)	from
POprc559_66:143	our	PP$(PP$)	we
POprc559_66:144	neighbors	NNS(NNS)	neighbor
POprc559_66:145	whit-	XX(XX)	
POprc559_66:146	which	PRE(PRE)	which
POprc559_66:147	is	VBZ(VBZ)	be
POprc559_66:148	necessary	JJ(JJ)	necessary
POprc559_66:149	in	IN(IN)	in
POprc559_66:150	a	DT(DT)	a
POprc559_66:151	nordic	JJ(JJ)	nordic
POprc559_66:152	market	NN(NN)	market
POprc559_66:153	er	UH(UH)	er
POprc559_66:154	as	IN(IN)	as
POprc559_66:155	we	PP(PP)	we
POprc559_66:156	have	VHP(VHP)	have
POprc559_66:157	had	VHN(VHN)	have
POprc559_66:158	and	CC(CC)	and
POprc559_66:159	which	PRE(PRE)	which
POprc559_66:160	has	VHZ(VHZ)	have
POprc559_66:161	been	VBN(VBN)	be
POprc559_66:162	a	DT(DT)	a
POprc559_66:163	success	NN(NN)	success
POprc559_66:164	because	IN(IN)	because
POprc559_66:165	if	IN(IN)	if
POprc559_66:166	we	PP(PP)	we
POprc559_66:167	if	IN(IN)	if
POprc559_66:168	we	PP(PP)	we
POprc559_66:169	in	IN(IN)	in
POprc559_66:170	norway	NP(NP)	norway
POprc559_66:171	with	IN(IN)	with
POprc559_66:172	our	PP$(PP$)	we
POprc559_66:173	p_hydropower	PVC(NN)	
POprc559_66:174	system	NN(NN)	system
POprc559_66:175	should	MD(MD)	shall
POprc559_66:176	have	VH(VH)	have
POprc559_66:177	_0	PA(PA)	
POprc559_66:178	a	DT(DT)	a
POprc559_66:179	production	NN(NN)	production
POprc559_66:180	high	JJ(JJ)	high
POprc559_66:181	enough	RB(RB)	enough
POprc559_66:182	to	TO(TO)	to
POprc559_66:183	be	VB(VB)	be
POprc559_66:184	_0	PA(PA)	
POprc559_66:185	sure	JJ(JJ)	sure
POprc559_66:186	that	IN(IN)	that
POprc559_66:187	we	PP(PP)	we
POprc559_66:188	had	VHD(VHD)	have
POprc559_66:189	enough	JJ(JJ)	enough
POprc559_66:190	electricity	NN(NN)	electricity
POprc559_66:191	also	RB(RB)	also
POprc559_66:192	in	IN(IN)	in
POprc559_66:193	the	DT(DT)	the
POprc559_66:194	dry	JJ(JJ)	dry
POprc559_66:195	years	NNS(NNS)	year
POprc559_66:196	we	PP(PP)	we
POprc559_66:197	had	VHD(VHD)	have
POprc559_66:198	to	TO(TO)	to
POprc559_66:199	had	VHD(VHD)/VHD(VH)	have
POprc559_66:200	approximately	RB(RB)	approximately
POprc559_66:201	thirty	CD(CD)	thirty
POprc559_66:202	per	NN(NN)	per
POprc559_66:203	thirty	CD(CD)	thirty
POprc559_66:204	per	NN(NN)	per
POprc559_66:205	cent	NN(NN)	cent
POprc559_66:206	to	IN(IN)	to
POprc559_66:207	what	WP(WP)	what
POprc559_66:208	we	PP(PP)	we
POprc559_66:209	have	VHP(VHP)	have
POprc559_66:210	to-	XX(XX)	
POprc559_66:211	today	RB(RB)	today
POprc559_66:212	_0	PA(PA)	
POprc559_66:213	which	PRE(PRE)	which
POprc559_66:214	would	MD(MD)	will
POprc559_66:215	even	RB(RB)	even
POprc559_66:216	ha-	XX(XX)	
POprc559_66:217	had	VHD(VHD)	have
POprc559_66:218	been	VBN(VBN)	be
POprc559_66:219	much	JJ(JJ)	much
POprc559_66:220	more	RBR(RBR)	more
POprc559_66:221	expensive	JJ(JJ)	expensive
POprc559_66:222	tha-	XX(XX)	
POprc559_66:223	_0	PA(PA)	
POprc559_66:224	than	IN(IN)	than
POprc559_66:225	than	IN(IN)	than
POprc559_66:226	what	WP(WP)	what
POprc559_66:227	the	DT(DT)	the
POprc559_66:228	situation	NN(NN)	situation
POprc559_66:229	is	VBZ(VBZ)	be
POprc559_66:230	er	UH(UH)	er
POprc559_66:231	nowadays	RB(RB)	nowadays
POprc559_66:232	erm	UH(UH)	erm
POprc559_66:233	in	IN(IN)	in
POprc559_66:234	the	DT(DT)	the
POprc559_66:235	end	NN(NN)	end
POprc559_66:236	of	IN(IN)	of
POprc559_66:237	october	NP(NP)	october
POprc559_66:238	we	PP(PP)	we
POprc559_66:239	will	MD(MD)	will
POprc559_66:240	know	VV(VV)	know
POprc559_66:241	how	WRB(WRB)	how
POprc559_66:242	difficult	JJ(JJ)	difficult
POprc559_66:243	the	DT(DT)	the
POprc559_66:244	situation	NN(NN)	situation
POprc559_66:245	will	MD(MD)	will
POprc559_66:246	be	VB(VB)	be
POprc559_66:247	this	DT(DT)	this
POprc559_66:248	winter	NN(NN)	winter
POprc559_66:249	because	IN(IN)	because
POprc559_66:250	_0	PA(PA)	
POprc559_66:251	er	UH(UH)	er
POprc559_66:252	the	DT(DT)	the
POprc559_66:253	time	NN(NN)	time
POprc559_66:254	from	IN(IN)	from
POprc559_66:255	now	RB(RB)	now
POprc559_66:256	_0	PA(PA)	
POprc559_66:257	till	IN(IN)	till
POprc559_66:258	the	DT(DT)	the
POprc559_66:259	end	NN(NN)	end
POprc559_66:260	of	IN(IN)	of
POprc559_66:261	october	NP(NP)	october
POprc559_66:262	will	MD(MD)	will
POprc559_66:263	decide	VV(VV)	decide
POprc559_66:264	_0	PA(PA)	
POprc559_66:265	er	UH(UH)	er
POprc559_66:266	_0	PA(PA)	
POprc559_66:267	ho-	XX(XX)	
POprc559_66:268	how	WRB(WRB)	how
POprc559_66:269	the	DT(DT)	the
POprc559_66:270	the	DT(DT)	the
POprc559_66:271	situation	NN(NN)	situation
POprc559_66:272	in	IN(IN)	in
POprc559_66:273	our	PP$(PP$)	we
POprc559_66:274	_0	PA(PA)	
POprc559_66:275	er	UH(UH)	er
POprc559_66:276	p_hydromagazines	PVC(NNS)	
POprc559_66:277	will	MD(MD)	will
POprc559_66:278	be	VB(VB)	be
POprc559_66:279	_2	PA(PA)	

POprc559_67:1	yes	RE(RE)	yes
POprc559_67:2	my	PP$(PP$)	i
POprc559_67:3	name	NN(NN)	name
POprc559_67:4	is	VBZ(VBZ)	be
POprc559_67:5	a_[S8/last]	NP(NP)	
POprc559_67:6	er	UH(UH)	er
POprc559_67:7	euro	NN(NN)	euro
POprc559_67:8	power	NN(NN)	power
POprc559_67:9	_0	PA(PA)	
POprc559_67:10	er	UH(UH)	er
POprc559_67:11	question	NN(NN)	question
POprc559_67:12	for	IN(IN)	for
POprc559_67:13	mister	NN(NN)	mister
POprc559_67:14	enoksen	NP(NP)	enoksen
POprc559_67:15	erm	UH(UH)	erm
POprc559_67:16	did	VVD(VVD)	do
POprc559_67:17	you	PP(PP)	you
POprc559_67:18	discuss	VV(VV)	discuss
POprc559_67:19	electricity	NN(NN)	electricity
POprc559_67:20	_0	PA(PA)	
POprc559_67:21	in	IN(IN)	in
POprc559_67:22	this	DT(DT)	this
POprc559_67:23	energy	NN(NN)	energy
POprc559_67:24	dialogue	NN(NN)	dialogue
POprc559_67:25	_0	PA(PA)	
POprc559_67:26	and	CC(CC)	and
POprc559_67:27	are	VBP(VBP)	be
POprc559_67:28	you	PP(PP)	you
POprc559_67:29	_0	PA(PA)	
POprc559_67:30	what	WP(WP)	what
POprc559_67:31	is	VBZ(VBZ)	be
POprc559_67:32	your	PP$(PP$)	you
POprc559_67:33	_0	PA(PA)	
POprc559_67:34	wish	NN(NN)	wish
POprc559_67:35	from	IN(IN)	from
POprc559_67:36	the	DT(DT)	the
POprc559_67:37	e-	XX(XX)	
POprc559_67:38	s_eu	NP(NP)	s_eu
POprc559_67:39	_0	PA(PA)	
POprc559_67:40	er	UH(UH)	er
POprc559_67:41	the	DT(DT)	the
POprc559_67:42	s_eu	NP(NP)	s_eu
POprc559_67:43	is	VBZ(VBZ)	be
POprc559_67:44	very	RB(RB)	very
POprc559_67:45	interested	JJ(JJ)	interested
POprc559_67:46	in	IN(IN)	in
POprc559_67:47	norway	NP(NP)	norway
POprc559_67:48	because	IN(IN)	because
POprc559_67:49	of	IN(IN)	of
POprc559_67:50	oil	NN(NN)	oil
POprc559_67:51	and	CC(CC)	and
POprc559_67:52	gas	NN(NN)	gas
POprc559_67:53	_1	PA(PA)	
POprc559_67:54	we	PP(PP)	we
POprc559_67:55	are	VBP(VBP)	be
POprc559_67:56	very	RB(RB)	very
POprc559_67:57	vulnerable	JJ(JJ)	vulnerable
POprc559_67:58	because	IN(IN)	because
POprc559_67:59	of	IN(IN)	of
POprc559_67:60	we	PP(PP)	we
POprc559_67:61	have	VHP(VHP)	have
POprc559_67:62	so	RB(RB)	so
POprc559_67:63	_0	PA(PA)	
POprc559_67:64	we	PP(PP)	we
POprc559_67:65	are	VBP(VBP)	be
POprc559_67:66	so	RB(RB)	so
POprc559_67:67	dependent	JJ(JJ)	dependent
POprc559_67:68	on	IN(IN)	on
POprc559_67:69	_0	PA(PA)	
POprc559_67:70	p_hydroenergy	PVC(NN)	
POprc559_67:71	_0	PA(PA)	
POprc559_67:72	er	UH(UH)	er
POprc559_67:73	whether	IN(IN)	whether
POprc559_67:74	you	PP(PP)	you
POprc559_67:75	're	VBP(VBP)	be
POprc559_67:76	discussing	VVG(VVG)	discuss
POprc559_67:77	for	RB(RB)	for
POprc559_67:78	instance	RB(RB)	instance
POprc559_67:79	promoting	VVG(VVG)	promote
POprc559_67:80	more	JJR(JJR)	more
POprc559_67:81	cables	NNS(NNS)	cable
POprc559_67:82	from	IN(IN)	from
POprc559_67:83	norway	NP(NP)	norway
POprc559_67:84	to	IN(IN)	to
POprc559_67:85	the	DT(DT)	the
POprc559_67:86	continent	NN(NN)	continent
POprc559_67:87	_0	PA(PA)	
POprc559_67:88	do	VVP(VVP)	do
POprc559_67:89	you	PP(PP)	you
POprc559_67:90	have	VH(VH)	have
POprc559_67:91	a	DT(DT)	a
POprc559_67:92	scheme	NN(NN)	scheme
POprc559_67:93	for	IN(IN)	for
POprc559_67:94	using	VVG(VVG)	use
POprc559_67:95	er	UH(UH)	er
POprc559_67:96	wind	NN(NN)	wind
POprc559_67:97	energy	NN(NN)	energy
POprc559_67:98	from	IN(IN)	from
POprc559_67:99	norway	NP(NP)	norway
POprc559_67:100	_0	PA(PA)	
POprc559_67:101	exporting	VVG(VVG)	export
POprc559_67:102	it	PP(PP)	it
POprc559_67:103	to	IN(IN)	to
POprc559_67:104	europe	NP(NP)	europe
POprc559_67:105	_1	PA(PA)	

POprc559_68:1	hh	BR(BR)	
POprc559_68:2	o-	XX(XX)	
POprc559_68:3	our	PP$(PP$)	we
POprc559_68:4	discussions	NNS(NNS)	discussion
POprc559_68:5	o-	XX(XX)	
POprc559_68:6	on	IN(IN)	on
POprc559_68:7	energy	NN(NN)	energy
POprc559_68:8	_0	PA(PA)	
