POprc522_1:1	okay	RE(RE)	okay
POprc522_4:127	union	NP(NP)	union
POprc522_4:128	_0	PA(PA)	
POprc522_4:129	two	CD(CD)	two
POprc522_4:130	permanent	JJ(JJ)	permanent
POprc522_4:131	three	CD(CD)	three
POprc522_4:132	p_non-perment	PVC(JJ)	
POprc522_4:133	_0	PA(PA)	
POprc522_4:134	so	DM(DM)	so
POprc522_4:135	we	PP(PP)	we
POprc522_4:136	have	VHP(VHP)	have
POprc522_4:137	_0	PA(PA)	
POprc522_4:138	hh	BR(BR)	
POprc522_4:139	a	DT(DT)	a
POprc522_4:140	very	RB(RB)	very
POprc522_4:141	substantive	JJ(JJ)	substantive
POprc522_4:142	support	NN(NN)	support
POprc522_4:143	in	IN(IN)	in
POprc522_4:144	the	DT(DT)	the
POprc522_4:145	security	NN(NN)	security
POprc522_4:146	council	NN(NN)	council
POprc522_4:147	hh	BR(BR)	
POprc522_4:148	and	CC(CC)	and
POprc522_4:149	we	PP(PP)	we
POprc522_4:150	hope	VVP(VVP)	hope
POprc522_4:151	that	IN(IN)	that
POprc522_4:152	in	IN(IN)	in
POprc522_4:153	a	DT(DT)	a
POprc522_4:154	coordinated	JJ(JJ)	coordinated
POprc522_4:155	fashion	NN(NN)	fashion
POprc522_4:156	we	PP(PP)	we
POprc522_4:157	will	MD(MD)	will
POprc522_4:158	be	VB(VB)	be
POprc522_4:159	hh	BR(BR)	
POprc522_4:160	our	PP$(PP$)	we
POprc522_4:161	voi-	XX(XX)	
POprc522_4:162	voice	NN(NN)	voice
POprc522_4:163	was	VBD(VBD)	be
POprc522_4:164	erm	UH(UH)	erm
POprc522_4:165	er	UH(UH)	er
POprc522_4:166	_0	PA(PA)	
POprc522_4:167	to	TO(TO)	to
POprc522_4:168	to	TO(TO)	to
POprc522_4:169	be	VB(VB)	be
POprc522_4:170	heard	VVN(VVN)	hear
POprc522_4:171	_0	PA(PA)	
POprc522_4:172	in	IN(IN)	in
POprc522_4:173	the	DT(DT)	the
POprc522_4:174	_0	PA(PA)	
POprc522_4:175	er	UH(UH)	er
POprc522_4:176	movement	NN(NN)	movement
POprc522_4:177	er	UH(UH)	er
POprc522_4:178	to	IN(IN)	to
POprc522_4:179	er	UH(UH)	er
POprc522_4:180	the	DT(DT)	the
POprc522_4:181	solution	NN(NN)	solution
POprc522_4:182	of	IN(IN)	of
POprc522_4:183	this	DT(DT)	this
POprc522_4:184	conflict	NN(NN)	conflict
POprc522_4:185	_2	PA(PA)	

POprc522_5:1	i	PP(PP)	i
POprc522_5:2	just	RB(RB)	just
POprc522_5:3	would	MD(MD)	will
POprc522_5:4	like	VV(VV)	like
POprc522_5:5	to	TO(TO)	to
POprc522_5:6	add	VV(VV)	add
POprc522_5:7	that	IN(IN)	that
POprc522_5:8	of	RB(RB)	of
POprc522_5:9	course	RB(RB)	course
POprc522_5:10	_0	PA(PA)	
POprc522_5:11	apart	IN(IN)	apart
POprc522_5:12	from	IN(IN)	from
POprc522_5:13	the	DT(DT)	the
POprc522_5:14	political	JJ(JJ)	political
POprc522_5:15	solution	NN(NN)	solution
POprc522_5:16	_0	PA(PA)	
POprc522_5:17	it	PP(PP)	it
POprc522_5:18	is	VBZ(VBZ)	be
POprc522_5:19	highly	RB(RB)	highly
POprc522_5:20	important	JJ(JJ)	important
POprc522_5:21	that	IN(IN)	that
POprc522_5:22	we	PP(PP)	we
POprc522_5:23	now	RB(RB)	now
POprc522_5:24	work	VVP(VVP)	work
POprc522_5:25	_0	PA(PA)	
POprc522_5:26	on	IN(IN)	on
POprc522_5:27	this	DT(DT)	this
POprc522_5:28	humanitarian	JJ(JJ)	humanitarian
POprc522_5:29	crisis	NN(NN)	crisis
POprc522_5:30	you	PP(DM)	you
POprc522_5:31	know	VVP(DM)	know
POprc522_5:32	we	PP(PP)	we
POprc522_5:33	all	DT(DT)	all
POprc522_5:34	were	VBD(VBD)	be
POprc522_5:35	_0	PA(PA)	
POprc522_5:36	deeply	RB(RB)	deeply
POprc522_5:37	shocked	JJ(JJ)	shocked
POprc522_5:38	by	IN(IN)	by
POprc522_5:39	the	DT(DT)	the
POprc522_5:40	recent	JJ(JJ)	recent
POprc522_5:41	events	NNS(NNS)	event
POprc522_5:42	in	IN(IN)	in
POprc522_5:43	kana	NP(NP)	kana
POprc522_5:44	hh	BR(BR)	
POprc522_5:45	and	CC(CC)	and
POprc522_5:46	the	DT(DT)	the
POprc522_5:47	loss	NN(NN)	loss
POprc522_5:48	of	IN(IN)	of
POprc522_5:49	lives	NNS(NNS)	life
POprc522_5:50	is	VBZ(VBZ)	be
POprc522_5:51	indeed	RB(RB)	indeed
POprc522_5:52	_0	PA(PA)	
POprc522_5:53	unacceptable	JJ(JJ)	unacceptable
POprc522_5:54	_0	PA(PA)	
POprc522_5:55	and	CC(CC)	and
POprc522_5:56	the	DT(DT)	the
POprc522_5:57	killing	VVG(NN)	kill/killing
POprc522_5:58	of	IN(IN)	of
POprc522_5:59	innocent	JJ(JJ)	innocent
POprc522_5:60	civilians	NNS(NNS)	civilian
POprc522_5:61	must	MD(MD)	must
POprc522_5:62	stop	VV(VV)	stop
POprc522_5:63	_0	PA(PA)	
POprc522_5:64	therefore	RB(RB)	therefore
POprc522_5:65	_0	PA(PA)	
POprc522_5:66	i	PP(PP)	i
POprc522_5:67	think	VVP(VVP)	think
POprc522_5:68	this	DT(DT)	this
POprc522_5:69	message	NN(NN)	message
POprc522_5:70	of	IN(IN)	of
POprc522_5:71	today	RB(RB)	today
POprc522_5:72	hh	BR(BR)	
POprc522_5:73	is	VBZ(VBZ)	be
POprc522_5:74	also	RB(RB)	also
POprc522_5:75	_0	PA(PA)	
POprc522_5:76	a	DT(DT)	a
POprc522_5:77	very	RB(RB)	very
POprc522_5:78	important	JJ(JJ)	important
POprc522_5:79	message	NN(NN)	message
POprc522_5:80	with	IN(IN)	with
POprc522_5:81	you-	XX(XX)	
POprc522_5:82	regards	NNS(NNS)/VVZ(VVZ)	regard
POprc522_5:83	_0	PA(PA)	
POprc522_5:84	to	IN(IN)	to
POprc522_5:85	_0	PA(PA)	
POprc522_5:86	humanitarian	JJ(JJ)	humanitarian
POprc522_5:87	_0	PA(PA)	
POprc522_5:88	access	NN(NN)	access
POprc522_5:89	_0	PA(PA)	
POprc522_5:90	to	IN(IN)	to
POprc522_5:91	humanitarian	JJ(JJ)	humanitarian
POprc522_5:92	corridors	NNS(NNS)	corridor
POprc522_5:93	_0	PA(PA)	
POprc522_5:94	to	IN(IN)	to
POprc522_5:95	working	VVG(VVG)	work
POprc522_5:96	towards	IN(IN)	towards
POprc522_5:97	a	DT(DT)	a
POprc522_5:98	solution	NN(NN)	solution
POprc522_5:99	hh	BR(BR)	
POprc522_5:100	and	CC(CC)	and
POprc522_5:101	_0	PA(PA)	
POprc522_5:102	here	RB(RB)	here
POprc522_5:103	_0	PA(PA)	
POprc522_5:104	the	DT(DT)	the
POprc522_5:105	commission	NN(NN)	commission
POprc522_5:106	you	PP(DM)	you
POprc522_5:107	know	VVP(DM)	know
POprc522_5:108	_0	PA(PA)	
POprc522_5:109	commissioner	NN(NN)	commissioner
POprc522_5:110	_0	PA(PA)	
POprc522_5:111	louis	NP(NP)	louis
POprc522_5:112	michel	NP(NP)	michel
POprc522_5:113	who	PRE(PRE)	who
POprc522_5:114	is	VBZ(VBZ)	be
POprc522_5:115	the	DT(DT)	the
POprc522_5:116	responsible	JJ(JJ)	responsible
POprc522_5:117	one	NN(NN)	one
POprc522_5:118	_0	PA(PA)	
POprc522_5:119	for	IN(IN)	for
POprc522_5:120	humanitarian	JJ(JJ)	humanitarian
POprc522_5:121	aid	NN(NN)	aid
POprc522_5:122	_0	PA(PA)	
POprc522_5:123	together	RB(RB)	together
POprc522_5:124	with	IN(IN)	with
POprc522_5:125	me	PP(PP)	i
POprc522_5:126	_0	PA(PA)	
POprc522_5:127	we	PP(PP)	we
POprc522_5:128	have	VHP(VHP)	have
POprc522_5:129	decided	VVN(VVN)	decide
POprc522_5:130	_0	PA(PA)	
POprc522_5:131	er	UH(UH)	er
POprc522_5:132	to	TO(TO)	to
POprc522_5:133	intend	VV(VV)	intend
POprc522_5:134	_0	PA(PA)	
POprc522_5:135	to	TO(TO)	to
POprc522_5:136	support	VV(VV)	support
POprc522_5:137	_0	PA(PA)	
POprc522_5:138	a	DT(DT)	a
POprc522_5:139	package	NN(NN)	package
POprc522_5:140	of	IN(IN)	of
POprc522_5:141	fifty	CD(CD)	fifty
POprc522_5:142	million	CD(CD)	million
POprc522_5:143	euros	NPS(NPS)	euro
POprc522_5:144	_0	PA(PA)	
POprc522_5:145	for	IN(IN)	for
POprc522_5:146	humanitarian	JJ(JJ)	humanitarian
POprc522_5:147	aid	NN(NN)	aid
POprc522_5:148	but	CC(CC)	but
POprc522_5:149	of	RB(RB)	of
POprc522_5:150	course	RB(RB)	course
POprc522_5:151	money	NN(NN)	money
POprc522_5:152	alone	RB(RB)	alone
POprc522_5:153	_0	PA(PA)	
POprc522_5:154	is	VBZ(VBZ)	be
POprc522_5:155	not	RB(RB)	not
POprc522_5:156	possible	JJ(JJ)	possible
POprc522_5:157	_0	PA(PA)	
POprc522_5:158	we	PP(PP)	we
POprc522_5:159	also	RB(RB)	also
POprc522_5:160	need	VVP(VVP)	need
POprc522_5:161	access	NN(NN)	access
POprc522_5:162	we	PP(PP)	we
POprc522_5:163	need	VVP(VVP)	need
POprc522_5:164	_0	PA(PA)	
POprc522_5:165	humanitarian	JJ(JJ)	humanitarian
POprc522_5:166	corridors	NNS(NNS)	corridor
POprc522_5:167	_0	PA(PA)	
POprc522_5:168	we	PP(PP)	we
POprc522_5:169	need	VVP(VVP)	need
POprc522_5:170	possibilities	NNS(NNS)	possibility
POprc522_5:171	to	TO(TO)	to
POprc522_5:172	exit	VV(VV)	exit
POprc522_5:173	and	CC(CC)	and
POprc522_5:174	entry	NN(NN)	entry
POprc522_5:175	the	DT(DT)	the
POprc522_5:176	country	NN(NN)	country
POprc522_5:177	hh	BR(BR)	
POprc522_5:178	and	CC(CC)	and
POprc522_5:179	er	UH(UH)	er
POprc522_5:180	_0	PA(PA)	
POprc522_5:181	for	IN(IN)	for
POprc522_5:182	that	DT(DT)	that
POprc522_5:183	also	RB(RB)	also
POprc522_5:184	we	PP(PP)	we
POprc522_5:185	have	VHP(VHP)	have
POprc522_5:186	been	VBN(VBN)	be
POprc522_5:187	working	VVG(VVG)	work
POprc522_5:188	_0	PA(PA)	
POprc522_5:189	when	WRB(WRB)	when
POprc522_5:190	we	PP(PP)	we
POprc522_5:191	were	VBD(VBD)	be
POprc522_5:192	in	IN(IN)	in
POprc522_5:193	israel	NP(NP)	israel
POprc522_5:194	_0	PA(PA)	
POprc522_5:195	we	PP(PP)	we
POprc522_5:196	have	VHP(VHP)	have
POprc522_5:197	now	RB(RB)	now
POprc522_5:198	one	CD(CD)	one
POprc522_5:199	echo	NN(NN)	echo
POprc522_5:200	person	NN(NN)	person
POprc522_5:201	directly	RB(RB)	directly
POprc522_5:202	also	RB(RB)	also
POprc522_5:203	_0	PA(PA)	
POprc522_5:204	sitting	VVG(VVG)	sit
POprc522_5:205	_0	PA(PA)	
POprc522_5:206	in	IN(IN)	in
POprc522_5:207	the	DT(DT)	the
POprc522_5:208	ministerial	JJ(JJ)	ministerial
POprc522_5:209	_0	PA(PA)	
POprc522_5:210	er	UH(UH)	er
POprc522_5:211	meeting	VVG(NN)	meet/meeting
POprc522_5:212	of	IN(IN)	of
POprc522_5:213	er	UH(UH)	er
POprc522_5:214	the	DT(DT)	the
POprc522_5:215	ministry	NN(NN)	ministry
POprc522_5:216	of	IN(IN)	of
POprc522_5:217	defense	NN(NN)	defense
POprc522_5:218	of	IN(IN)	of
POprc522_5:219	israel	NP(NP)	israel
POprc522_5:220	in	IN(IN)	in
POprc522_5:221	order	IN(IN)	order
POprc522_5:222	to	IN(IN)	to
POprc522_5:223	have	VH(VH)	have
POprc522_5:224	a	DT(DT)	a
POprc522_5:225	good	JJ(JJ)	good
POprc522_5:226	coordination	NN(NN)	coordination
POprc522_5:227	_0	PA(PA)	
POprc522_5:228	that	IN(IN)	that
POprc522_5:229	really	RB(RB)	really
POprc522_5:230	the	DT(DT)	the
POprc522_5:231	humanitarian	JJ(JJ)	humanitarian
POprc522_5:232	corridors	NNS(NNS)	corridor
POprc522_5:233	hh	BR(BR)	
POprc522_5:234	can	MD(MD)	can
POprc522_5:235	be	VB(VB)	be
POprc522_5:236	opened	VVN(VVN)	open
POprc522_5:237	_0	PA(PA)	
POprc522_5:238	we	PP(PP)	we
POprc522_5:239	know	VVP(VVP)	know
POprc522_5:240	_0	PA(PA)	
POprc522_5:241	it	PP(PP)	it
POprc522_5:242	has	VHZ(VHZ)	have
POprc522_5:243	not	RB(RB)	not
POprc522_5:244	yet	RB(RB)	yet
POprc522_5:245	worked	VVN(VVN)	work
POprc522_5:246	as	RB(RB)	as
POprc522_5:247	well	RB(RB)	well
POprc522_5:248	as	IN(IN)	as
POprc522_5:249	we	PP(PP)	we
POprc522_5:250	normally	RB(RB)	normally
POprc522_5:251	_0	PA(PA)	
POprc522_5:252	wanted	VVD(VVD)	want
POprc522_5:253	it	PP(PP)	it
POprc522_5:254	to	TO(TO)	to
POprc522_5:255	work	VV(VV)	work
POprc522_5:256	_0	PA(PA)	
POprc522_5:257	but	CC(CC)	but
POprc522_5:258	it	PP(PP)	it
POprc522_5:259	's	VBS(VBS)	be
POprc522_5:260	highly	RB(RB)	highly
POprc522_5:261	important	JJ(JJ)	important
POprc522_5:262	that	IN(IN)	that
POprc522_5:263	this	DT(DT)	this
POprc522_5:264	will	MD(MD)	will
POprc522_5:265	be	VB(VB)	be
POprc522_5:266	done	VVN(VVN)	do
POprc522_5:267	hh	BR(BR)	
POprc522_5:268	so	DM(DM)	so
POprc522_5:269	therefore	RB(RB)	therefore
POprc522_5:270	we	PP(PP)	we
POprc522_5:271	work	VVP(VVP)	work
POprc522_5:272	together	RB(RB)	together
POprc522_5:273	_0	PA(PA)	
POprc522_5:274	very	RB(RB)	very
POprc522_5:275	very	RB(RB)	very
POprc522_5:276	closely	RB(RB)	closely
POprc522_5:277	_0	PA(PA)	
POprc522_5:278	and	CC(CC)	and
POprc522_5:279	i	PP(PP)	i
POprc522_5:280	must	MD(MD)	must
POprc522_5:281	say	VV(VV)	say
POprc522_5:282	_0	PA(PA)	
POprc522_5:283	i	PP(PP)	i
POprc522_5:284	also	RB(RB)	also
POprc522_5:285	reiterate	VV(VV)	reiterate
POprc522_5:286	_0	PA(PA)	
POprc522_5:287	this	DT(DT)	this
POprc522_5:288	message	NN(NN)	message
POprc522_5:289	of	IN(IN)	of
POprc522_5:290	unity	NN(NN)	unity
POprc522_5:291	_0	PA(PA)	
POprc522_5:292	of	IN(IN)	of
POprc522_5:293	the	DT(DT)	the
POprc522_5:294	european	NP(NP)	european
POprc522_5:295	union	NP(NP)	union
POprc522_5:296	_0	PA(PA)	
POprc522_5:297	which	PRE(PRE)	which
POprc522_5:298	is	VBZ(VBZ)	be
POprc522_5:299	really	RB(RB)	really
POprc522_5:300	the	DT(DT)	the
POprc522_5:301	most	RBS(RBS)	most
POprc522_5:302	important	JJ(JJ)	important
POprc522_5:303	_0	PA(PA)	
POprc522_5:304	at	IN(IN)	at
POprc522_5:305	this	DT(DT)	this
POprc522_5:306	very	JJ(JJ)	very
POprc522_5:307	moment	NN(NN)	moment
POprc522_5:308	thank	FI(FI)	thank
POprc522_5:309	you	FI(FI)	you
POprc522_5:310	_0	PA(PA)	

POprc522_6:1	just	RB(RB)	just
POprc522_6:2	to	TO(TO)	to
POprc522_6:3	remind	VV(VV)	remind
POprc522_6:4	that	IN(IN)	that
POprc522_6:5	er	UH(UH)	er
POprc522_6:6	_0	PA(PA)	
POprc522_6:7	this	DT(DT)	this
POprc522_6:8	press	NN(NN)	press
POprc522_6:9	conference	NN(NN)	conference
POprc522_6:10	is	VBZ(VBZ)	be
POprc522_6:11	p_webcasted	PVC(VVN)	
POprc522_6:12	with	IN(IN)	with
POprc522_6:13	the	DT(DT)	the
POprc522_6:14	presidency	NN(NN)	presidency
POprc522_6:15	and	CC(CC)	and
POprc522_6:16	the	DT(DT)	the
POprc522_6:17	council	NN(NN)	council
POprc522_6:18	website	NN(NN)	website
POprc522_6:19	_0	PA(PA)	
POprc522_6:20	let	VV(VV)	let
POprc522_6:21	's	PP(PP)	we
POprc522_6:22	take	VV(VV)	take
POprc522_6:23	questions	NNS(NNS)	question
POprc522_6:24	_0	PA(PA)	
POprc522_6:25	and	CC(CC)	and
POprc522_6:26	er	UH(UH)	er
POprc522_6:27	_0	PA(PA)	
POprc522_6:28	please	FI(FI)	please
POprc522_6:29	s-	XX(XX)	
POprc522_6:30	say	VV(VV)	say
POprc522_6:31	your	PP$(PP$)	you
POprc522_6:32	name	NN(NN)	name
POprc522_6:33	and	CC(CC)	and
POprc522_6:34	the	DT(DT)	the
POprc522_6:35	media	NN(NN)	media
POprc522_6:36	organization	NN(NN)	organization
POprc522_6:37	you	PP(PP)	you
POprc522_6:38	're	VBP(VBP)	be
POprc522_6:39	representing	VVG(VVG)	represent
POprc522_6:40	and	CC(CC)	and
POprc522_6:41	hh	BR(BR)	
POprc522_6:42	and	CC(CC)	and
POprc522_6:43	er	UH(UH)	er
POprc522_6:44	to	IN(IN)	to
POprc522_6:45	whom	WP(WP)	whom
POprc522_6:46	you	PP(PP)	you
POprc522_6:47	address	VVP(VVP)	address
POprc522_6:48	your	PP$(PP$)	you
POprc522_6:49	question	NN(NN)	question
POprc522_6:50	_0	PA(PA)	
POprc522_6:51	er	UH(UH)	er
POprc522_6:52	_0	PA(PA)	
POprc522_6:53	we	PP(PP)	we
POprc522_6:54	start	VVP(VVP)	start
POprc522_6:55	with	IN(IN)	with
POprc522_6:56	a_[S5]	NP(NP)	
POprc522_6:57	and	CC(CC)	and
POprc522_6:58	then	RB(RB)	then
POprc522_6:59	a_[S6]	NP(NP)	
POprc522_6:60	_0	PA(PA)	
POprc522_6:61	please	FI(FI)	please
POprc522_6:62	_1	PA(PA)	

POprc522_7:1	a_[S5]	NP(NP)	
POprc522_7:2	a_[S5/last]	NP(NP)	
POprc522_7:3	er	UH(UH)	er
POprc522_7:4	a_[org1]	NP(NP)	
POprc522_7:5	er	UH(UH)	er
POprc522_7:6	the	DT(DT)	the
POprc522_7:7	european	NP(NP)	european
POprc522_7:8	union	NP(NP)	union
POprc522_7:9	spoke	VVD(VVD)	speak
POprc522_7:10	with	IN(IN)	with
POprc522_7:11	one	CD(CD)	one
POprc522_7:12	voice	NN(NN)	voice
POprc522_7:13	today	RB(RB)	today
POprc522_7:14	but	CC(CC)	but
POprc522_7:15	that	DT(DT)	that
POprc522_7:16	voice	NN(NN)	voice
POprc522_7:17	is	VBZ(VBZ)	be
POprc522_7:18	weaker	JJR(JJR)	weak
POprc522_7:19	than	IN(IN)	than
POprc522_7:20	what	WP(WP)	what
POprc522_7:21	_0	PA(PA)	
POprc522_7:22	than	IN(IN)	than
POprc522_7:23	you	PP(PP)	you
POprc522_7:24	wanted	VVD(VVD)	want
POprc522_7:25	it	PP(PP)	it
POprc522_7:26	to	TO(TO)	to
POprc522_7:27	be	VB(VB)	be
POprc522_7:28	before	IN(IN)	before
POprc522_7:29	the	DT(DT)	the
POprc522_7:30	meeting	VVG(NN)	meet/meeting
POprc522_7:31	_0	PA(PA)	
POprc522_7:32	hh	BR(BR)	
POprc522_7:33	er	UH(UH)	er
POprc522_7:34	could	MD(MD)	can
POprc522_7:35	you	PP(PP)	you
POprc522_7:36	please	FI(FI)	please
POprc522_7:37	explain	VV(VV)	explain
POprc522_7:38	me	PP(PP)	i
POprc522_7:39	to	IN(IN)	to
POprc522_7:40	what	WP(WP)	what
POprc522_7:41	extent	NN(NN)	extent
POprc522_7:42	are	VBP(VBP)	be
POprc522_7:43	today	RB(RB)	today
POprc522_7:44	's	POS(POS)	's
POprc522_7:45	conclusions	NNS(NNS)	conclusion
POprc522_7:46	_0	PA(PA)	
POprc522_7:47	different	JJ(JJ)	different
POprc522_7:48	from	IN(IN)	from
POprc522_7:49	the	DT(DT)	the
POprc522_7:50	conclusions	NNS(NNS)	conclusion
POprc522_7:51	reached	VVN(VVN)	reach
POprc522_7:52	at	IN(IN)	at
POprc522_7:53	the	DT(DT)	the
POprc522_7:54	last	JJ(JJ)	last
POprc522_7:55	_0	PA(PA)	
POprc522_7:56	council	NN(NN)	council
POprc522_7:57	meeting	VVG(NN)	meet/meeting
POprc522_7:58	hh	BR(BR)	
POprc522_7:59	er	UH(UH)	er
POprc522_7:60	since	IN(IN)	since
POprc522_7:61	you	PP(PP)	you
POprc522_7:62	also	RB(RB)	also
POprc522_7:63	called	VVD(VVD)	call
POprc522_7:64	for	IN(IN)	for
POprc522_7:65	a	DT(DT)	a
POprc522_7:66	cessation	NN(NN)	cessation
POprc522_7:67	of	IN(IN)	of
POprc522_7:68	hostilities	NNS(NNS)	hostility
POprc522_7:69	_3	PA(PA)	

POprc522_8:1	er	UH(UH)	er
POprc522_8:2	_1	PA(PA)	
POprc522_8:3	speaking	VVG(VVG)	speak
POprc522_8:4	as	IN(IN)	as
POprc522_8:5	the	DT(DT)	the
POprc522_8:6	presidency	NN(NN)	presidency
POprc522_8:7	i	PP(PP)	i
POprc522_8:8	'm	VBP(VBP)	be
POprc522_8:9	very	RB(RB)	very
POprc522_8:10	satisfied	JJ(JJ)	satisfied
POprc522_8:11	with	IN(IN)	with
POprc522_8:12	this	DT(DT)	this
POprc522_8:13	meeting	VVG(NN)	meet/meeting
POprc522_8:14	and	CC(CC)	and
POprc522_8:15	with	IN(IN)	with
POprc522_8:16	the	DT(DT)	the
POprc522_8:17	conclusions	NNS(NNS)	conclusion
POprc522_8:18	_0	PA(PA)	
POprc522_8:19	i	PP(PP)	i
POprc522_8:20	think	VVP(VVP)	think
POprc522_8:21	that	IN(IN)	that
POprc522_8:22	they	PP(PP)	they
POprc522_8:23	were	VBD(VBD)	be
POprc522_8:24	also	RB(RB)	also
POprc522_8:25	in	IN(IN)	in
POprc522_8:26	er	UH(UH)	er
POprc522_8:27	some	DT(DT)	some
POprc522_8:28	respects	NNS(NNS)	respect
POprc522_8:29	er	UH(UH)	er
POprc522_8:30	_0	PA(PA)	
POprc522_8:31	er	UH(UH)	er
POprc522_8:32	certainly	RB(RB)	certainly
POprc522_8:33	al-	XX(XX)	
POprc522_8:34	er	UH(UH)	er
POprc522_8:35	strengthened	VVN(VVN)	strengthen
POprc522_8:36	_0	PA(PA)	
POprc522_8:37	and	CC(CC)	and
POprc522_8:38	er	UH(UH)	er
POprc522_8:39	the	DT(DT)	the
POprc522_8:40	difference	NN(NN)	difference
POprc522_8:41	of	RB(RB)	of
POprc522_8:42	course	RB(RB)	course
POprc522_8:43	er	UH(UH)	er
POprc522_8:44	_0	PA(PA)	
POprc522_8:45	er	UH(UH)	er
POprc522_8:46	to	IN(IN)	to
POprc522_8:47	the	DT(DT)	the
POprc522_8:48	last	JJ(JJ)	last
POprc522_8:49	council	NN(NN)	council
POprc522_8:50	meeting	VVG(NN)	meet/meeting
POprc522_8:51	is	VBZ(VBZ)	be
POprc522_8:52	that	IN(IN)	that
POprc522_8:53	er	UH(UH)	er
POprc522_8:54	since	IN(IN)	since
POprc522_8:55	then	RB(RB)	then
POprc522_8:56	hh	BR(BR)	
POprc522_8:57	er	UH(UH)	er
POprc522_8:58	we	PP(PP)	we
POprc522_8:59	are	VBP(VBP)	be
POprc522_8:60	now	RB(RB)	now
POprc522_8:61	_0	PA(PA)	
POprc522_8:62	engaged	VVN(VVN)	engage
POprc522_8:63	er	UH(UH)	er
POprc522_8:64	_0	PA(PA)	
POprc522_8:65	concretely	RB(RB)	concretely
POprc522_8:66	_0	PA(PA)	
POprc522_8:67	in	IN(IN)	in
POprc522_8:68	in	IN(IN)	in
POprc522_8:69	the	DT(DT)	the
POprc522_8:70	framework	NN(NN)	framework
POprc522_8:71	er	UH(UH)	er
POprc522_8:72	for	IN(IN)	for
POprc522_8:73	both	CC(CC)	both
POprc522_8:74	the	DT(DT)	the
POprc522_8:75	political	JJ(JJ)	political
POprc522_8:76	solution	NN(NN)	solution
POprc522_8:77	and	CC(CC)	and
POprc522_8:78	the	DT(DT)	the
POprc522_8:79	international	JJ(JJ)	international
POprc522_8:80	force	NN(NN)	force
POprc522_8:81	hh	BR(BR)	
POprc522_8:82	so	DM(DM)	so
POprc522_8:83	we	PP(PP)	we
POprc522_8:84	have	VHP(VHP)	have
POprc522_8:85	the	DT(DT)	the
POprc522_8:86	_0	PA(PA)	
POprc522_8:87	a	DT(DT)	a
POprc522_8:88	a	DT(DT)	a
POprc522_8:89	the	DT(DT)	the
POprc522_8:90	_0	PA(PA)	
POprc522_8:91	outlines	NNS(NNS)	outline
POprc522_8:92	_0	PA(PA)	
POprc522_8:93	of	IN(IN)	of
POprc522_8:94	a	DT(DT)	a
POprc522_8:95	comprehensive	JJ(JJ)	comprehensive
POprc522_8:96	_0	PA(PA)	
POprc522_8:97	er	UH(UH)	er
POprc522_8:98	peace	NN(NN)	peace
POprc522_8:99	plan	NN(NN)	plan
POprc522_8:100	_0	PA(PA)	
POprc522_8:101	er	UH(UH)	er
POprc522_8:102	now	RB(RB)	now
POprc522_8:103	_0	PA(PA)	
POprc522_8:104	and	CC(CC)	and
POprc522_8:105	i	PP(PP)	i
POprc522_8:106	i	PP(PP)	i
POprc522_8:107	believe	VVP(VVP)	believe
POprc522_8:108	that	IN(IN)	that
POprc522_8:109	er	UH(UH)	er
POprc522_8:110	er	UH(UH)	er
POprc522_8:111	this	DT(DT)	this
POprc522_8:112	represents	VVZ(VVZ)	represent
POprc522_8:113	a	DT(DT)	a
POprc522_8:114	a	DT(DT)	a
POprc522_8:115	step	NN(NN)	step
POprc522_8:116	forward	RB(RB)	forward
POprc522_8:117	hh	BR(BR)	
POprc522_8:118	particularly	RB(RB)	particularly
POprc522_8:119	_0	PA(PA)	
POprc522_8:120	as	IN(IN)	as
POprc522_8:121	er	UH(UH)	er
POprc522_8:122	the	DT(DT)	the
POprc522_8:123	high	NN(NN)	high
POprc522_8:124	representative	NN(NN)	representative
POprc522_8:125	already	RB(RB)	already
POprc522_8:126	mentioned	VVD(VVD)	mention
POprc522_8:127	w-	XX(XX)	
POprc522_8:128	_0	PA(PA)	
POprc522_8:129	we	PP(PP)	we
POprc522_8:130	have	VHP(VHP)	have
POprc522_8:131	er	UH(UH)	er
POprc522_8:132	five	CD(CD)	five
POprc522_8:133	out	IN(IN)	out
POprc522_8:134	of	IN(IN)	of
POprc522_8:135	fifteen	CD(CD)	fifteen
POprc522_8:136	security	NN(NN)	security
POprc522_8:137	council	NN(NN)	council
POprc522_8:138	members	NNS(NNS)	member
POprc522_8:139	today	RB(RB)	today
POprc522_8:140	_2	PA(PA)	

POprc522_9:1	i	PP(DM)	i
POprc522_9:2	mean	VVP(DM)	mean
POprc522_9:3	bu-	XX(XX)	
POprc522_9:4	if	IN(IN)	if
POprc522_9:5	i	PP(PP)	i
POprc522_9:6	if	IN(IN)	if
POprc522_9:7	i	PP(PP)	i
POprc522_9:8	can	MD(MD)	can
POprc522_9:9	something	NN(NN)	something
POprc522_9:10	_0	PA(PA)	
POprc522_9:11	i	PP(PP)	i
POprc522_9:12	p_likeded	PVC(VVD)	
POprc522_9:13	it	PP(PP)	it
POprc522_9:14	that	IN(IN)	that
POprc522_9:15	you	PP(PP)	you
POprc522_9:16	to	TO(TO)	to
POprc522_9:17	compare	VV(VV)	compare
POprc522_9:18	what	WP(WP)	what
POprc522_9:19	we	PP(PP)	we
POprc522_9:20	say	VVP(VVP)	say
POprc522_9:21	today	RB(RB)	today
